ATB ID,solvent,value,reported_error,ref,datasets,formula,inchi
3164,cyclohexane,-7.57,0.84,http://comp.chem.umn.edu/mnsol/,"Marenich et al.",CCl2F2,"InChI=1S/CCl2F2/c2-1(3,4)5"
3165,cyclohexane,-11.0,0.84,http://comp.chem.umn.edu/mnsol/,"Marenich et al.",CCl3F,"InChI=1S/CCl3F/c2-1(3,4)5"
3166,hexadecane,-12.09,0.84,http://comp.chem.umn.edu/mnsol/,"Marenich et al.,Mobley et al.,Boulanger et al.,Shivakumar et al.",C2Cl3F3,"InChI=1S/C2Cl3F3/c3-1(4,6)2(5,7)8"
3167,hexadecane,-12.43,0.84,http://comp.chem.umn.edu/mnsol/,"Shivakumar et al.,Marenich et al.",C2HBrClF3,"InChI=1S/C2HBrClF3/c3-1(4)2(5,6)7/h1H/t1-/m1/s1"
3168,water,7.49,2.51,10.1021/ct050097l,"Boulanger et al.,Shivakumar et al.,Mobley et al.,Marenich et al.",CBrF3,"InChI=1S/CBrF3/c2-1(3,4)5"
3169,hexadecane,-11.55,0.84,http://comp.chem.umn.edu/mnsol/,"Marenich et al.,Shivakumar et al.,Dodda et al.,Boulanger et al.,Mobley et al.",CH2Cl2,"InChI=1S/CH2Cl2/c2-1-3/h1H2"
3170,hexadecane,-11.97,0.84,http://comp.chem.umn.edu/mnsol/,"Marenich et al.,Shivakumar et al.,Boulanger et al.,Dodda et al.,Mobley et al.",C3H7Cl,"InChI=1S/C3H7Cl/c1-2-3-4/h2-3H2,1H3"
3171,hexadecane,-11.25,0.84,http://comp.chem.umn.edu/mnsol/,"Shivakumar et al.,Dodda et al.,Mobley et al.,Marenich et al.,Boulanger et al.",C3H7Cl,"InChI=1S/C3H7Cl/c1-3(2)4/h3H,1-2H3"
3172,hexadecane,-13.93,0.84,http://comp.chem.umn.edu/mnsol/,"Shivakumar et al.,Boulanger et al.,Dodda et al.,Mobley et al.,Marenich et al.",C2H2Cl2,"InChI=1S/C2H2Cl2/c3-1-2-4/h1-2H/b2-1-"
3174,decane,-16.07,0.84,http://comp.chem.umn.edu/mnsol/,"Shivakumar et al.,Boulanger et al.,Dodda et al.,Mobley et al.,Marenich et al.",C2HCl3,"InChI=1S/C2HCl3/c3-1-2(4)5/h1H"
3175,undecane,-19.37,0.84,http://comp.chem.umn.edu/mnsol/,"Mobley et al.,Marenich et al.,Shivakumar et al.,Dodda et al.,Boulanger et al.",C2Cl4,"InChI=1S/C2Cl4/c3-1(4)2(5)6"
3176,hexane,-21.51,0.84,http://comp.chem.umn.edu/mnsol/,"Mobley et al.,Shivakumar et al.,Boulanger et al.,Dodda et al.,Marenich et al.",C6H5Cl,"InChI=1S/C6H5Cl/c7-6-4-2-1-3-5-6/h1-5H"
3177,water,-3.43,2.51,10.1021/ct050097l,"Boulanger et al.,Shivakumar et al.,Mobley et al.,Marenich et al.,Dodda et al.",CH3Br,"InChI=1S/CH3Br/c1-2/h1H3"
3178,hexadecane,-16.48,0.84,http://comp.chem.umn.edu/mnsol/,"Mobley et al.,Boulanger et al.,Marenich et al.,Dodda et al.,Shivakumar et al.",CH2Br2,"InChI=1S/CH2Br2/c2-1-3/h1H2"
3179,hexane,-18.33,0.84,http://comp.chem.umn.edu/mnsol/,"Dodda et al.,Boulanger et al.,Shivakumar et al.,Marenich et al.,Mobley et al.",CHBr3,"InChI=1S/CHBr3/c2-1(3)4/h1H"
3180,hexadecane,-12.09,0.84,http://comp.chem.umn.edu/mnsol/,"Dodda et al.,Marenich et al.,Mobley et al.,Shivakumar et al.",C2H5Br,"InChI=1S/C2H5Br/c1-2-3/h2H2,1H3"
3181,hexadecane,-14.94,0.84,http://comp.chem.umn.edu/mnsol/,"Mobley et al.,Marenich et al.,Dodda et al.,Boulanger et al.,Shivakumar et al.",C3H7Br,"InChI=1S/C3H7Br/c1-2-3-4/h2-3H2,1H3"
3182,hexadecane,-13.64,0.84,http://comp.chem.umn.edu/mnsol/,"Shivakumar et al.,Boulanger et al.,Dodda et al.,Marenich et al.,Mobley et al.",C3H7Br,"InChI=1S/C3H7Br/c1-3(2)4/h3H,1-2H3"
3186,hexadecane,-20.63,0.84,http://comp.chem.umn.edu/mnsol/,"Mobley et al.,Boulanger et al.,Marenich et al.,Dodda et al.,Shivakumar et al.",C5H11Br,"InChI=1S/C5H11Br/c1-2-3-4-5-6/h2-5H2,1H3"
3187,hexadecane,-14.31,0.84,http://comp.chem.umn.edu/mnsol/,"Marenich et al.",C3H5Br,"InChI=1S/C3H5Br/c1-2-3-4/h2H,1,3H2"
3188,hexane,-23.68,0.84,http://comp.chem.umn.edu/mnsol/,"Shivakumar et al.,Dodda et al.,Marenich et al.,Mobley et al.",C6H5Br,"InChI=1S/C6H5Br/c7-6-4-2-1-3-5-6/h1-5H"
3189,hexadecane,-25.9,0.84,http://comp.chem.umn.edu/mnsol/,"Marenich et al.,Dodda et al.,Boulanger et al.,Mobley et al.",C7H7Br,"InChI=1S/C7H7Br/c1-6-2-4-7(8)5-3-6/h2-5H,1H3"
3199,hexadecane,-32.13,0.84,http://comp.chem.umn.edu/mnsol/,"Dodda et al.,Marenich et al.,Mobley et al.",C10H22O,"InChI=1S/C10H22O/c1-2-3-4-5-6-7-8-9-10-11/h11H,2-10H2,1H3"
3200,hexane,-29.12,0.84,http://comp.chem.umn.edu/mnsol/,"Dodda et al.,Shivakumar et al.,Marenich et al.,Mobley et al.",C6H5BrO,"InChI=1S/C6H5BrO/c7-5-1-3-6(8)4-2-5/h1-4,8H"
3348,water,-3.77,2.51,10.1021/ct050097l,"Marenich et al.,Dodda et al.,Boulanger et al.,Mobley et al.",C9H12,"InChI=1S/C9H12/c1-7-4-8(2)6-9(3)5-7/h4-6H,1-3H3"
3349,water,-5.06,2.51,10.1021/ct050097l,"Boulanger et al.,Dodda et al.,Mobley et al.",C9H12,"InChI=1S/C9H12/c1-7-5-4-6-8(2)9(7)3/h4-6H,1-3H3"
3596,hexadecane,-25.9,0.84,http://comp.chem.umn.edu/mnsol/,"Boulanger et al.,Dodda et al.,Mobley et al.,Marenich et al.",C7H9N,"InChI=1S/C7H9N/c1-8-7-5-3-2-4-6-7/h2-6,8H,1H3"
3613,hexadecane,-3.01,0.84,http://comp.chem.umn.edu/mnsol/,"Marenich et al.,Mobley et al.,Shivakumar et al.",H2S,"InChI=1S/H2S/h1H2"
3619,hexane,-22.72,0.84,http://comp.chem.umn.edu/mnsol/,"Mobley et al.,Boulanger et al.,Marenich et al.,Dodda et al.,Gerber,Shivakumar et al.",C6H7N,"InChI=1S/C6H7N/c7-6-4-2-1-3-5-6/h1-5H,7H2"
3791,water,-2.3,2.51,10.1021/ct050097l,"Boulanger et al.,Dodda et al.,Mobley et al.,Marenich et al.,Shivakumar et al.",CH3Cl,"InChI=1S/CH3Cl/c1-2/h1H3"
3793,water,0.29,0.84,http://comp.chem.umn.edu/mnsol/,"Marenich et al.",C5H11Cl,"InChI=1S/C5H11Cl/c1-3-4-5(2)6/h5H,3-4H2,1-2H3/t5-/m1/s1"
3794,water,-5.61,2.51,10.1021/ct050097l,"Dodda et al.,Mobley et al.",C6H2Cl4,"InChI=1S/C6H2Cl4/c7-3-1-2-4(8)6(10)5(3)9/h1-2H"
3795,water,-6.78,2.51,10.1021/ct050097l,"Dodda et al.,Mobley et al.",C6H2Cl4,"InChI=1S/C6H2Cl4/c7-3-1-4(8)6(10)5(9)2-3/h1-2H"
3797,water,-5.61,2.51,10.1021/ct050097l,"Dodda et al.,Mobley et al.",C6H2Cl4,"InChI=1S/C6H2Cl4/c7-3-1-4(8)6(10)2-5(3)9/h1-2H"
3798,water,-4.69,2.51,10.1021/ct050097l,"Boulanger et al.,Dodda et al.,Mobley et al.",C6H3Cl3,"InChI=1S/C6H3Cl3/c7-4-1-2-5(8)6(9)3-4/h1-3H"
3799,water,-3.26,2.51,10.1021/ct050097l,"Dodda et al.,Boulanger et al.,Mobley et al.",C6H3Cl3,"InChI=1S/C6H3Cl3/c7-4-1-5(8)3-6(9)2-4/h1-3H"
3800,water,0.33,2.51,10.1021/ct050097l,"Boulanger et al.,Dodda et al.,Shivakumar et al.,Marenich et al.,Mobley et al.",CCl4,"InChI=1S/CCl4/c2-1(3,4)5"
3801,water,-5.31,2.51,10.1021/ct050097l,"Boulanger et al.,Mobley et al.,Dodda et al.",C3H6Cl2,"InChI=1S/C3H6Cl2/c1-3(5)2-4/h3H,2H2,1H3/t3-/m0/s1"
3802,water,-4.1,2.51,10.1021/ct050097l,"Boulanger et al.,Dodda et al.,Mobley et al.",C6H4Cl2,"InChI=1S/C6H4Cl2/c7-5-2-1-3-6(8)4-5/h1-4H"
3804,water,-9.71,2.51,10.1021/ct050097l,"Boulanger et al.,Mobley et al.,Dodda et al.",C4H8Cl2,"InChI=1S/C4H8Cl2/c5-3-1-2-4-6/h1-4H2"
3805,water,4.56,2.51,10.1021/ct050097l,"Boulanger et al.,Mobley et al.",C4H9Cl,"InChI=1S/C4H9Cl/c1-4(2,3)5/h1-3H3"
3808,water,-0.67,2.51,10.1021/ct050097l,"Boulanger et al.,Dodda et al.,Mobley et al.",C4H9Cl,"InChI=1S/C4H9Cl/c1-2-3-4-5/h2-4H2,1H3"
3809,water,0.29,0.84,http://comp.chem.umn.edu/mnsol/,"Marenich et al.,Dodda et al.,Boulanger et al.,Mobley et al.",C5H11Cl,"InChI=1S/C5H11Cl/c1-2-3-4-5-6/h2-5H2,1H3"
3810,water,0.0,2.51,10.1007/s10822-014-9747-x,"Dodda et al.,Mobley et al.",C6H13Cl,"InChI=1S/C6H13Cl/c1-2-3-4-5-6-7/h2-6H2,1H3"
3811,water,1.21,2.51,10.1021/ct050097l,"Boulanger et al.,Mobley et al.,Dodda et al.",C7H15Cl,"InChI=1S/C7H15Cl/c1-2-3-4-5-6-7-8/h2-7H2,1H3"
3813,water,-5.19,2.51,10.1021/ct050097l,"Dodda et al.,Mobley et al.",C6H3Cl3,"InChI=1S/C6H3Cl3/c7-4-2-1-3-5(8)6(4)9/h1-3H"
3855,water,-12.97,0.42,10.1007/s10822-012-9568-8,"Mobley et al.",C12H7ClO2,"InChI=1S/C12H7ClO2/c13-8-5-6-11-12(7-8)15-10-4-2-1-3-9(10)14-11/h1-7H"
3856,water,-14.9,4.18,10.1007/s10822-012-9568-8,"Mobley et al.",C12H6Cl2O2,"InChI=1S/C12H6Cl2O2/c13-7-5-11-12(6-8(7)14)16-10-4-2-1-3-9(10)15-11/h1-6H"
3857,water,-16.95,0.42,10.1007/s10822-012-9568-8,"Mobley et al.",C12H5Cl3O2,"InChI=1S/C12H5Cl3O2/c13-6-5-7(14)11-12(10(6)15)17-9-4-2-1-3-8(9)16-11/h1-5H"
4026,water,-25.9,2.51,10.1021/ct050097l,"Dodda et al.,Mobley et al.,Boulanger et al.",C6H5FO,"InChI=1S/C6H5FO/c7-5-1-3-6(8)4-2-5/h1-4,8H"
4027,water,16.48,0.84,http://comp.chem.umn.edu/mnsol/,"Marenich et al.",C2F6,"InChI=1S/C2F6/c3-1(4,5)2(6,7)8"
4028,water,17.91,0.84,http://comp.chem.umn.edu/mnsol/,"Marenich et al.",C3F8,"InChI=1S/C3F8/c4-1(5,2(6,7)8)3(9,10)11"
4054,water,0.75,2.51,10.1021/ct050097l,"Dodda et al.,Mobley et al.,Boulanger et al.",C6H13Br,"InChI=1S/C6H13Br/c1-2-3-4-5-6-7/h2-6H2,1H3"
4055,water,1.42,2.51,10.1021/ct050097l,"Boulanger et al.,Dodda et al.,Mobley et al.",C7H15Br,"InChI=1S/C7H15Br/c1-2-3-4-5-6-7-8/h2-7H2,1H3"
4056,water,2.18,2.51,10.1021/ct050097l,"Dodda et al.,Boulanger et al.,Mobley et al.",C8H17Br,"InChI=1S/C8H17Br/c1-2-3-4-5-6-7-8-9/h2-8H2,1H3"
4057,water,3.51,2.51,10.1021/ct050097l,"Boulanger et al.,Mobley et al.,Dodda et al.",C4H9Br,"InChI=1S/C4H9Br/c1-4(2,3)5/h1-3H3"
4059,hexadecane,-16.9,0.84,http://comp.chem.umn.edu/mnsol/,"Marenich et al.,Mobley et al.,Boulanger et al.,Dodda et al.",C4H9Br,"InChI=1S/C4H9Br/c1-4(2)3-5/h4H,3H2,1-2H3"
4389,water,-40.3,None,10.1021/ja00236a026,"Mobley et al.,Marenich et al.,Gerber",C3H4N2,"InChI=1S/C3H5N2/c1-2-5-3-4-1/h1,3,5H,2H2"
4621,hexadecane,-6.99,0.84,http://comp.chem.umn.edu/mnsol/,"Marenich et al.,Mobley et al.,Dodda et al.,Boulanger et al.,Shivakumar et al.",C2H3F3O,"InChI=1S/C2H3F3O/c3-2(4,5)1-6/h6H,1H2"
4982,water,-62.05,4.18,http://comp.chem.umn.edu/mnsol/,"Marenich et al.",C8H9NO2,"InChI=1S/C8H9NO2/c1-6(10)9-7-2-4-8(11)5-3-7/h2-5,11H,1H3,(H,9,10)"
5441,water,-27.7,2.51,10.1021/ct050097l,"Dodda et al.,Marenich et al.,Mobley et al.,Boulanger et al.",C7H8O,"InChI=1S/C7H8O/c8-6-7-4-2-1-3-5-7/h1-5,8H,6H2"
6187,water,-15.77,0.84,http://comp.chem.umn.edu/mnsol/,"Marenich et al.,Shivakumar et al.,Boulanger et al.",C3H2F6O,"InChI=1S/C3H2F6O/c4-2(5,6)1(10)3(7,8)9/h1,10H"
6274,water,8.91,2.51,10.1021/ct050097l,"Dodda et al.,Mobley et al.,Boulanger et al.",C8H16,"InChI=1S/C8H16/c1-2-5-8-6-3-4-7-8/h8H,2-7H2,1H3"
6490,hexadecane,-20.25,0.84,http://comp.chem.umn.edu/mnsol/,"Boulanger et al.,Marenich et al.,Mobley et al.,Shivakumar et al.",C2H6S2,"InChI=1S/C2H6S2/c1-3-4-2/h1-2H3"
6545,hexadecane,-24.02,0.84,http://comp.chem.umn.edu/mnsol/,"Mobley et al.,Marenich et al.,Dodda et al.,Boulanger et al.,Shivakumar et al.",C4H10S2,"InChI=1S/C4H10S2/c1-3-5-6-4-2/h3-4H2,1-2H3"
6548,water,-26.36,4.18,http://comp.chem.umn.edu/mnsol/,"Marenich et al.",C14H11Cl2NO2,"InChI=1S/C14H11Cl2NO2/c15-10-5-3-6-11(16)14(10)17-12-7-2-1-4-9(12)8-13(18)19/h1-7,17H,8H2,(H,18,19)"
7233,water,-18.91,2.51,10.1021/ct050097l,"Dodda et al.,Gerber,Mobley et al.",C16H10,"InChI=1S/C16H10/c1-3-11-7-9-13-5-2-6-14-10-8-12(4-1)15(11)16(13)14/h1-10H"
7234,hexadecane,-12.76,0.84,http://comp.chem.umn.edu/mnsol/,"Shivakumar et al.,Gerber,Mobley et al.,Marenich et al.,Dodda et al.,Boulanger et al.",C2H6S,"InChI=1S/C2H6S/c1-3-2/h1-2H3"
7272,nonane,-24.73,0.84,http://comp.chem.umn.edu/mnsol/,"Boulanger et al.,Marenich et al.,Dodda et al.,Mobley et al.",C9H20,"InChI=1S/C9H20/c1-3-5-7-9-8-6-4-2/h3-9H2,1-2H3"
7502,water,-0.46,2.51,10.1021/ct050097l,"Mobley et al.,Boulanger et al.,Dodda et al.",C2HBrClF3,"InChI=1S/C2HBrClF3/c3-1(4)2(5,6)7/h1H/t1-/m0/s1"
7956,water,-22.2,0.4,10.1007/s10822-014-9738-y,"Mobley et al.",C6H12O3,"InChI=1S/C6H12O3/c1-3-8-4-5-9-6(2)7/h3-5H2,1-2H3"
7957,water,-20.1,1.6,10.1007/s10822-014-9738-y,"Mobley et al.",C3H6N2O6,"InChI=1S/C3H6N2O6/c6-4(7)10-2-1-3-11-5(8)9/h1-3H2"
7958,water,-18.0,1.6,10.1007/s10822-014-9738-y,"Mobley et al.",C4H8N2O6,"InChI=1S/C4H8N2O6/c1-4(12-6(9)10)2-3-11-5(7)8/h4H,2-3H2,1H3/t4-/m0/s1"
7959,water,-7.0,0.4,10.1007/s10822-014-9738-y,"Mobley et al.",C6H13NO3,"InChI=1S/C6H13NO3/c1-2-3-4-5-6-10-7(8)9/h2-6H2,1H3"
7962,water,-30.5,0.42,10.1007/s10822-014-9738-y,"Mobley et al.",C6H4Cl2O,"InChI=1S/C6H4Cl2O/c7-5-2-1-4(9)3-6(5)8/h1-3,9H"
7963,water,-29.1,0.4,10.1007/s10822-014-9738-y,"Mobley et al.",C8H10O3,"InChI=1S/C8H10O3/c1-10-6-4-3-5-7(11-2)8(6)9/h3-5,9H,1-2H3"
7965,water,-19.6,0.4,10.1007/s10822-014-9738-y,"Mobley et al.",C7H6O2,"InChI=1S/C7H6O2/c8-5-6-3-1-2-4-7(6)9/h1-5,9H"
7966,water,-23.7,0.4,10.1007/s10822-014-9738-y,"Mobley et al.",C8H10O,"InChI=1S/C8H10O/c1-2-7-5-3-4-6-8(7)9/h3-6,9H,2H2,1H3"
7969,water,-4.35,None,10.1021/acs.jpcb.7b00272,"Dodda et al.,Boulanger et al.,Mobley et al.",C9H12,"InChI=1S/C9H12/c1-3-9-7-5-4-6-8(9)2/h4-7H,3H2,1-2H3"
7982,water,-12.0,2.9,10.1007/s10822-014-9738-y,"Mobley et al.",C12H10O,"InChI=1S/C12H10O/c1-3-7-11(8-4-1)13-12-9-5-2-6-10-12/h1-10H"
8018,water,-10.42,3.56,10.1007/s10822-014-9738-y,"Mobley et al.",C12H20O2,"InChI=1S/C12H20O2/c1-6-12(5,14-11(4)13)9-7-8-10(2)3/h6,8H,1,7,9H2,2-5H3/t12-/m0/s1"
8019,water,-20.0,1.05,10.1007/s10822-014-9738-y,"Mobley et al.",C10H18O,"InChI=1S/C10H18O/c1-9(2)5-4-6-10(3)7-8-11/h5,7,11H,4,6,8H2,1-3H3/b10-7-"
8021,water,-22.3,0.42,10.1007/s10822-014-9738-y,"Mobley et al.",C8H10O2,"InChI=1S/C8H10O2/c1-9-7-5-3-4-6-8(7)10-2/h3-6H,1-2H3"
8026,water,-26.94,1.59,10.1007/s10822-014-9738-y,"Mobley et al.",C8H8Cl2O3,"InChI=1S/C8H8Cl2O3/c1-12-7-4(9)3-5(10)8(13-2)6(7)11/h3,11H,1-2H3"
8027,water,-32.55,3.22,10.1007/s10822-014-9738-y,"Mobley et al.",C9H9ClO4,"InChI=1S/C9H9ClO4/c1-13-6-3-5(4-11)7(10)9(14-2)8(6)12/h3-4,12H,1-2H3"
8028,water,-15.7,0.9,10.1007/s10822-014-9738-y,"Mobley et al.",C10H16O,"InChI=1S/C10H16O/c1-7(2)9-5-4-8(3)10(11)6-9/h8-9H,1,4-6H2,2-3H3/t8-,9-/m1/s1"
8029,water,-18.6,1.8,10.1007/s10822-014-9738-y,"Mobley et al.",C10H16O,"InChI=1S/C10H16O/c1-7(2)9-5-4-8(3)10(11)6-9/h4,9-11H,1,5-6H2,2-3H3/t9-,10+/m1/s1"
8030,water,-17.1,0.7,10.1007/s10822-014-9738-y,"Mobley et al.",C10H14O,"InChI=1S/C10H14O/c1-8(2)10-5-3-9(7-11)4-6-10/h3,7,10H,1,4-6H2,2H3/t10-/m1/s1"
8031,water,-18.9,0.4,10.1007/s10822-014-9738-y,"Mobley et al.",C10H16O,"InChI=1S/C10H16O/c1-7(2)9-5-4-8(3)6-10(9)11/h6-7,9H,4-5H2,1-3H3/t9-/m0/s1"
8033,water,-10.6,1.0,10.1007/s10822-014-9738-y,"Mobley et al.",C10H18O,"InChI=1S/C10H18O/c1-7(2)9-5-4-8(3)6-10(9)11/h7-9H,4-6H2,1-3H3/t8-,9+/m1/s1"
8035,water,-15.8,0.4,10.1007/s10822-014-9738-y,"Mobley et al.",C14H12,"InChI=1S/C14H12/c1-2-6-12-10-14-8-4-3-7-13(14)9-11(12)5-1/h1-8H,9-10H2"
8036,water,-11.6,0.4,10.1007/s10822-014-9738-y,"Mobley et al.",C14H12,"InChI=1S/C14H12/c1-12(13-8-4-2-5-9-13)14-10-6-3-7-11-14/h2-11H,1H2"
8037,water,-31.9,0.5,10.1007/s10822-014-9738-y,"Mobley et al.",C10H10N2,"InChI=1S/C10H11N2/c1-2-4-10(5-3-1)8-12-7-6-11-9-12/h1-6,9H,7-8H2"
8039,water,-39.1,2.6,10.1007/s10822-014-9738-y,"Mobley et al.",C17H21NO,"InChI=1S/C17H21NO/c1-18(2)13-14-19-17(15-9-5-3-6-10-15)16-11-7-4-8-12-16/h3-12,17H,13-14H2,1-2H3"
8040,water,-31.1,2.5,10.1007/s10822-014-9738-y,"Mobley et al.",C20H23N,"InChI=1S/C20H23N/c1-21(2)15-7-12-20-18-10-5-3-8-16(18)13-14-17-9-4-6-11-19(17)20/h3-6,8-12H,7,13-15H2,1-2H3"
8083,water,-48.3,1.2,10.1007/s10822-014-9738-y,"Mobley et al.",C14H9NO2,"InChI=1S/C14H9NO2/c15-8-5-6-11-12(7-8)14(17)10-4-2-1-3-9(10)13(11)16/h1-7H,15H2"
8542,octane,-25.36,0.84,http://comp.chem.umn.edu/mnsol/,"Dodda et al.,Mobley et al.,Boulanger et al.,Marenich et al.",C7H9N,"InChI=1S/C7H9N/c1-6-4-2-3-5-7(6)8/h2-5H,8H2,1H3"
8553,water,-49.6,1.5,10.1007/s10822-014-9738-y,"Mobley et al.",C14H10N2O2,"InChI=1S/C14H10N2O2/c15-9-5-6-10(16)12-11(9)13(17)7-3-1-2-4-8(7)14(12)18/h1-6H,15-16H2"
8596,water,-11.8,2.51,10.1021/ct050097l,"Boulanger et al.,Dodda et al.,Mobley et al.",C5H11NO2,"InChI=1S/C5H11NO2/c1-2-3-4-5-6(7)8/h2-5H2,1H3"
9025,water,3.39,None,10.1021/ct900587b,"Boulanger et al.,Shivakumar et al.",CHF3,"InChI=1S/CHF3/c2-1(3)4/h1H"
9378,hexadecane,-18.37,0.84,http://comp.chem.umn.edu/mnsol/,"Dodda et al.,Shivakumar et al.,Mobley et al.,Boulanger et al.,Marenich et al.",C5H8O,"InChI=1S/C5H8O/c6-5-3-1-2-4-5/h1-4H2"
9380,cyclohexane,-15.98,0.84,http://comp.chem.umn.edu/mnsol/,"Marenich et al.,Dodda et al.,Boulanger et al.,Mobley et al.",C3H7NO,"InChI=1S/C3H7NO/c1-4(2)3-5/h3H,1-2H3"
9483,hexadecane,-15.31,0.84,http://comp.chem.umn.edu/mnsol/,"Dodda et al.,Boulanger et al.,Shivakumar et al.,Marenich et al.,Mobley et al.",C3H8S,"InChI=1S/C3H8S/c1-2-3-4/h4H,2-3H2,1H3"
9854,water,-44.52,2.51,10.1021/ct050097l,"Gerber,Dodda et al.,Mobley et al.",C6H5NO3,"InChI=1S/C6H5NO3/c8-6-3-1-5(2-4-6)7(9)10/h1-4,8H"
10701,water,-8.79,2.51,10.1021/ct050097l,"Mobley et al.,Boulanger et al.,Dodda et al.",C3H8O,"InChI=1S/C3H8O/c1-3-4-2/h3H2,1-2H3"
10889,water,-20.54,2.51,10.1021/ct050097l,"Marenich et al.,Boulanger et al.,Mobley et al.,Dodda et al.",C6H10O,"InChI=1S/C6H10O/c7-6-4-2-1-3-5-6/h1-5H2"
10897,water,-2.85,2.51,10.1021/ct050097l,"Dodda et al.,Boulanger et al.,Mobley et al.",C10H14,"InChI=1S/C10H14/c1-8(2)10-6-4-9(3)5-7-10/h4-8H,1-3H3"
11009,water,-19.33,2.51,10.1021/ct050097l,"Dodda et al.,Mobley et al.",C4H10O,"InChI=1S/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3/t4-/m0/s1"
11929,water,-33.93,2.51,10.1021/ct050097l,"Mobley et al.,Dodda et al.",C10H8O,"InChI=1S/C10H8O/c11-10-6-5-8-3-1-2-4-9(8)7-10/h1-7,11H"
12998,water,0.46,None,10.1021/ct900587b,"Shivakumar et al.",C3H2ClF5O,"InChI=1S/C3H2ClF5O/c4-1(3(7,8)9)10-2(5)6/h1-2H/t1-/m1/s1"
13683,water,-22.01,2.51,10.1021/ct050097l,"Boulanger et al.,Dodda et al.,Mobley et al.",C8H10O,"InChI=1S/C8H10O/c1-6-4-3-5-7(2)8(6)9/h3-5,9H,1-2H3"
15607,hexane,-6.23,0.84,http://comp.chem.umn.edu/mnsol/,"Dodda et al.,Boulanger et al.,Gerber,Shivakumar et al.,Marenich et al.,Mobley et al.",CH4O,"InChI=1S/CH4O/c1-2/h2H,1H3"
15610,hexadecane,1.88,0.84,http://comp.chem.umn.edu/mnsol/,"Dodda et al.,Marenich et al.,Mobley et al.,Shivakumar et al.,Gerber",CH4,"InChI=1S/CH4/h1H4"
16282,water,-41.84,None,10.1021/ct900587b,"Boulanger et al.,Marenich et al.,Shivakumar et al.",C2H5NO,"InChI=1S/C2H5NO/c1-3-2-4/h2H,1H3,(H,3,4)"
16283,water,-2.47,2.51,10.1021/ct050097l,"Marenich et al.,Boulanger et al.,Shivakumar et al.,Mobley et al.",C2H3Cl,"InChI=1S/C2H3Cl/c1-2-3/h2H,1H2"
16415,hexadecane,-12.22,0.84,http://comp.chem.umn.edu/mnsol/,"Marenich et al.",C4H12Si,"InChI=1S/C4H12Si/c1-5(2,3)4/h1-4H3"
16574,water,-11.0,None,10.1021/ct900587b,"Boulanger et al.,Shivakumar et al.",C12H12,"InChI=1S/C12H12/c1-9-3-5-11-6-4-10(2)8-12(11)7-9/h3-8H,1-2H3"
16772,water,-6.11,2.51,10.1021/ct050097l,"Dodda et al.,Mobley et al.,Boulanger et al.",C9H10,"InChI=1S/C9H10/c1-2-5-9-7-3-6-8(9)4-1/h1-2,4-5H,3,6-7H2"
16826,water,4.87,None,10.1007/bf00646936,"Gerber,Boulanger et al.",C4H8,"InChI=1S/C4H8/c1-3-4-2/h3-4H,1-2H3/b4-3+"
16849,water,12.05,2.51,10.1021/ct050097l,"Mobley et al.,Boulanger et al.,Dodda et al.",C7H16,"InChI=1S/C7H16/c1-5-6-7(2,3)4/h5-6H2,1-4H3"
17011,water,-0.96,2.51,10.1021/ct050097l,"Dodda et al.,Mobley et al.,Boulanger et al.",C11H16,"InChI=1S/C11H16/c1-2-3-5-8-11-9-6-4-7-10-11/h4,6-7,9-10H,2-3,5,8H2,1H3"
17012,water,-0.17,2.51,10.1021/ct050097l,"Dodda et al.,Mobley et al.",C12H18,"InChI=1S/C12H18/c1-2-3-4-6-9-12-10-7-5-8-11-12/h5,7-8,10-11H,2-4,6,9H2,1H3"
17023,water,-19.33,0.84,http://comp.chem.umn.edu/mnsol/,"Marenich et al.",C8H11N,"InChI=1S/C8H11N/c1-2-9-8-6-4-3-5-7-8/h3-7,9H,2H2,1H3"
17117,hexadecane,-1.46,0.84,http://comp.chem.umn.edu/mnsol/,"Marenich et al.",H2O,"InChI=1S/H2O/h1H2"
17666,hexadecane,-16.9,0.84,http://comp.chem.umn.edu/mnsol/,"Marenich et al.,Mobley et al.,Boulanger et al.,Gerber,Dodda et al.,Shivakumar et al.",C6H12,"InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2"
18185,water,-53.35,4.18,http://comp.chem.umn.edu/mnsol/,"Marenich et al.",C16H14O3,"InChI=1S/C16H14O3/c17-15(10-11-16(18)19)14-8-6-13(7-9-14)12-4-2-1-3-5-12/h1-9H,10-11H2,(H,18,19)"
18851,water,-21.8,2.89,10.1021/je00018a020,"Mobley et al.,Dodda et al.",C9H12O,"InChI=1S/C9H12O/c1-2-3-8-4-6-9(10)7-5-8/h4-7,10H,2-3H2,1H3"
18951,water,-21.17,0.84,http://comp.chem.umn.edu/mnsol/,"Marenich et al.",C8H8Cl3O3PS,"InChI=1S/C8H10Cl3O3PS/c1-12-15(16,13-2)14-8-4-6(10)5(9)3-7(8)11/h3-4,15-16H,1-2H3"
