ATB ID,solvent,value,reported_error,ref,datasets,formula,inchi
6187,water,-15.77,0.84,http://comp.chem.umn.edu/mnsol/,"Marenich et al.,Shivakumar et al.,Boulanger et al.",C3H2F6O,"InChI=1S/C3H2F6O/c4-2(5,6)1(10)3(7,8)9/h1,10H"
6274,water,8.91,2.51,10.1021/ct050097l,"Dodda et al.,Mobley et al.,Boulanger et al.",C8H16,"InChI=1S/C8H16/c1-2-5-8-6-3-4-7-8/h8H,2-7H2,1H3"
6490,water,-7.66,0.84,http://comp.chem.umn.edu/mnsol/,"Boulanger et al.,Marenich et al.,Mobley et al.,Shivakumar et al.",C2H6S2,"InChI=1S/C2H6S2/c1-3-4-2/h1-2H3"
6545,water,-6.86,2.51,10.1021/ct050097l,"Mobley et al.,Marenich et al.,Dodda et al.,Boulanger et al.,Shivakumar et al.",C4H10S2,"InChI=1S/C4H10S2/c1-3-5-6-4-2/h3-4H2,1-2H3"
7233,water,-18.68,None,10.1007/bf00646936,"Dodda et al.,Gerber,Mobley et al.",C16H10,"InChI=1S/C16H10/c1-3-11-7-9-13-5-2-6-14-10-8-12(4-1)15(11)16(13)14/h1-10H"
7234,water,-6.74,2.51,10.1021/ct050097l,"Shivakumar et al.,Gerber,Mobley et al.,Marenich et al.,Dodda et al.,Boulanger et al.",C2H6S,"InChI=1S/C2H6S/c1-3-2/h1-2H3"
7272,water,13.1,2.51,10.1021/ct050097l,"Boulanger et al.,Marenich et al.,Dodda et al.,Mobley et al.",C9H20,"InChI=1S/C9H20/c1-3-5-7-9-8-6-4-2/h3-9H2,1-2H3"
7502,water,-0.46,2.51,10.1021/ct050097l,"Mobley et al.,Boulanger et al.,Dodda et al.",C2HBrClF3,"InChI=1S/C2HBrClF3/c3-1(4)2(5,6)7/h1H/t1-/m0/s1"
7956,water,-22.2,0.4,10.1007/s10822-014-9738-y,"Mobley et al.",C6H12O3,"InChI=1S/C6H12O3/c1-3-8-4-5-9-6(2)7/h3-5H2,1-2H3"
7957,water,-20.1,1.6,10.1007/s10822-014-9738-y,"Mobley et al.",C3H6N2O6,"InChI=1S/C3H6N2O6/c6-4(7)10-2-1-3-11-5(8)9/h1-3H2"
7958,water,-18.0,1.6,10.1007/s10822-014-9738-y,"Mobley et al.",C4H8N2O6,"InChI=1S/C4H8N2O6/c1-4(12-6(9)10)2-3-11-5(7)8/h4H,2-3H2,1H3/t4-/m0/s1"
7959,water,-7.0,0.4,10.1007/s10822-014-9738-y,"Mobley et al.",C6H13NO3,"InChI=1S/C6H13NO3/c1-2-3-4-5-6-10-7(8)9/h2-6H2,1H3"
7962,water,-30.5,0.42,10.1007/s10822-014-9738-y,"Mobley et al.",C6H4Cl2O,"InChI=1S/C6H4Cl2O/c7-5-2-1-4(9)3-6(5)8/h1-3,9H"
7963,water,-29.1,0.4,10.1007/s10822-014-9738-y,"Mobley et al.",C8H10O3,"InChI=1S/C8H10O3/c1-10-6-4-3-5-7(11-2)8(6)9/h3-5,9H,1-2H3"
7965,water,-19.6,0.4,10.1007/s10822-014-9738-y,"Mobley et al.",C7H6O2,"InChI=1S/C7H6O2/c8-5-6-3-1-2-4-7(6)9/h1-5,9H"
7966,water,-23.7,0.4,10.1007/s10822-014-9738-y,"Mobley et al.",C8H10O,"InChI=1S/C8H10O/c1-2-7-5-3-4-6-8(7)9/h3-6,9H,2H2,1H3"
7969,water,-3.6,0.4,10.1007/s10822-014-9738-y,"Dodda et al.,Boulanger et al.,Mobley et al.",C9H12,"InChI=1S/C9H12/c1-3-9-7-5-4-6-8(9)2/h4-7H,3H2,1-2H3"
7982,water,-12.0,2.9,10.1007/s10822-014-9738-y,"Mobley et al.",C12H10O,"InChI=1S/C12H10O/c1-3-7-11(8-4-1)13-12-9-5-2-6-10-12/h1-10H"
8018,water,-10.42,3.56,10.1007/s10822-014-9738-y,"Mobley et al.",C12H20O2,"InChI=1S/C12H20O2/c1-6-12(5,14-11(4)13)9-7-8-10(2)3/h6,8H,1,7,9H2,2-5H3/t12-/m0/s1"
8019,water,-20.0,1.05,10.1007/s10822-014-9738-y,"Mobley et al.",C10H18O,"InChI=1S/C10H18O/c1-9(2)5-4-6-10(3)7-8-11/h5,7,11H,4,6,8H2,1-3H3/b10-7-"
8021,water,-22.3,0.42,10.1007/s10822-014-9738-y,"Mobley et al.",C8H10O2,"InChI=1S/C8H10O2/c1-9-7-5-3-4-6-8(7)10-2/h3-6H,1-2H3"
8026,water,-26.94,1.59,10.1007/s10822-014-9738-y,"Mobley et al.",C8H8Cl2O3,"InChI=1S/C8H8Cl2O3/c1-12-7-4(9)3-5(10)8(13-2)6(7)11/h3,11H,1-2H3"
8027,water,-32.55,3.22,10.1007/s10822-014-9738-y,"Mobley et al.",C9H9ClO4,"InChI=1S/C9H9ClO4/c1-13-6-3-5(4-11)7(10)9(14-2)8(6)12/h3-4,12H,1-2H3"
8028,water,-15.7,0.9,10.1007/s10822-014-9738-y,"Mobley et al.",C10H16O,"InChI=1S/C10H16O/c1-7(2)9-5-4-8(3)10(11)6-9/h8-9H,1,4-6H2,2-3H3/t8-,9-/m1/s1"
8029,water,-18.6,1.8,10.1007/s10822-014-9738-y,"Mobley et al.",C10H16O,"InChI=1S/C10H16O/c1-7(2)9-5-4-8(3)10(11)6-9/h4,9-11H,1,5-6H2,2-3H3/t9-,10+/m1/s1"
8030,water,-17.1,0.7,10.1007/s10822-014-9738-y,"Mobley et al.",C10H14O,"InChI=1S/C10H14O/c1-8(2)10-5-3-9(7-11)4-6-10/h3,7,10H,1,4-6H2,2H3/t10-/m1/s1"
8031,water,-18.9,0.4,10.1007/s10822-014-9738-y,"Mobley et al.",C10H16O,"InChI=1S/C10H16O/c1-7(2)9-5-4-8(3)6-10(9)11/h6-7,9H,4-5H2,1-3H3/t9-/m0/s1"
8033,water,-10.6,1.0,10.1007/s10822-014-9738-y,"Mobley et al.",C10H18O,"InChI=1S/C10H18O/c1-7(2)9-5-4-8(3)6-10(9)11/h7-9H,4-6H2,1-3H3/t8-,9+/m1/s1"
8035,water,-15.8,0.4,10.1007/s10822-014-9738-y,"Mobley et al.",C14H12,"InChI=1S/C14H12/c1-2-6-12-10-14-8-4-3-7-13(14)9-11(12)5-1/h1-8H,9-10H2"
8036,water,-11.6,0.4,10.1007/s10822-014-9738-y,"Mobley et al.",C14H12,"InChI=1S/C14H12/c1-12(13-8-4-2-5-9-13)14-10-6-3-7-11-14/h2-11H,1H2"
8037,water,-31.9,0.5,10.1007/s10822-014-9738-y,"Mobley et al.",C10H10N2,"InChI=1S/C10H11N2/c1-2-4-10(5-3-1)8-12-7-6-11-9-12/h1-6,9H,7-8H2"
8039,water,-39.1,2.6,10.1007/s10822-014-9738-y,"Mobley et al.",C17H21NO,"InChI=1S/C17H21NO/c1-18(2)13-14-19-17(15-9-5-3-6-10-15)16-11-7-4-8-12-16/h3-12,17H,13-14H2,1-2H3"
8040,water,-31.1,2.5,10.1007/s10822-014-9738-y,"Mobley et al.",C20H23N,"InChI=1S/C20H23N/c1-21(2)15-7-12-20-18-10-5-3-8-16(18)13-14-17-9-4-6-11-19(17)20/h3-6,8-12H,7,13-15H2,1-2H3"
8083,water,-48.3,1.2,10.1007/s10822-014-9738-y,"Mobley et al.",C14H9NO2,"InChI=1S/C14H9NO2/c15-8-5-6-11-12(7-8)14(17)10-4-2-1-3-9(10)13(11)16/h1-7H,15H2"
8542,water,-23.14,2.51,10.1021/ct050097l,"Dodda et al.,Mobley et al.,Boulanger et al.,Marenich et al.",C7H9N,"InChI=1S/C7H9N/c1-6-4-2-3-5-7(6)8/h2-5H,8H2,1H3"
8553,water,-49.6,1.5,10.1007/s10822-014-9738-y,"Mobley et al.",C14H10N2O2,"InChI=1S/C14H10N2O2/c15-9-5-6-10(16)12-11(9)13(17)7-3-1-2-4-8(7)14(12)18/h1-6H,15-16H2"
8596,water,-11.8,2.51,10.1021/ct050097l,"Boulanger et al.,Dodda et al.,Mobley et al.",C5H11NO2,"InChI=1S/C5H11NO2/c1-2-3-4-5-6(7)8/h2-5H2,1H3"
9025,water,3.39,None,10.1021/ct900587b,"Boulanger et al.,Shivakumar et al.",CHF3,"InChI=1S/CHF3/c2-1(3)4/h1H"
9378,water,-19.66,2.51,10.1021/ct050097l,"Dodda et al.,Shivakumar et al.,Mobley et al.,Boulanger et al.,Marenich et al.",C5H8O,"InChI=1S/C5H8O/c6-5-3-1-2-4-5/h1-4H2"
9380,water,-32.68,2.51,10.1021/ct050097l,"Marenich et al.,Dodda et al.,Boulanger et al.,Mobley et al.",C3H7NO,"InChI=1S/C3H7NO/c1-4(2)3-5/h3H,1-2H3"
9483,water,-4.6,0.84,10.1039/P29900000291,"Dodda et al.,Boulanger et al.,Shivakumar et al.,Marenich et al.,Mobley et al.",C3H8S,"InChI=1S/C3H8S/c1-2-3-4/h4H,2-3H2,1H3"
9854,water,-44.58,None,10.1021/ja00236a026,"Gerber,Dodda et al.,Mobley et al.",C6H5NO3,"InChI=1S/C6H5NO3/c8-6-3-1-5(2-4-6)7(9)10/h1-4,8H"
10701,water,-8.79,2.51,10.1021/ct050097l,"Mobley et al.,Boulanger et al.,Dodda et al.",C3H8O,"InChI=1S/C3H8O/c1-3-4-2/h3H2,1-2H3"
10889,water,-20.54,2.51,10.1021/ct050097l,"Marenich et al.,Boulanger et al.,Mobley et al.,Dodda et al.",C6H10O,"InChI=1S/C6H10O/c7-6-4-2-1-3-5-6/h1-5H2"
10897,water,-2.85,2.51,10.1021/ct050097l,"Dodda et al.,Boulanger et al.,Mobley et al.",C10H14,"InChI=1S/C10H14/c1-8(2)10-6-4-9(3)5-7-10/h4-8H,1-3H3"
11009,water,-19.33,2.51,10.1021/ct050097l,"Dodda et al.,Mobley et al.",C4H10O,"InChI=1S/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3/t4-/m0/s1"
11929,water,-33.93,2.51,10.1021/ct050097l,"Mobley et al.,Dodda et al.",C10H8O,"InChI=1S/C10H8O/c11-10-6-5-8-3-1-2-4-9(8)7-10/h1-7,11H"
12998,water,0.46,None,10.1021/ct900587b,"Shivakumar et al.",C3H2ClF5O,"InChI=1S/C3H2ClF5O/c4-1(3(7,8)9)10-2(5)6/h1-2H/t1-/m1/s1"
13683,water,-22.01,2.51,10.1021/ct050097l,"Boulanger et al.,Dodda et al.,Mobley et al.",C8H10O,"InChI=1S/C8H10O/c1-6-4-3-5-7(2)8(6)9/h3-5,9H,1-2H3"
15607,water,-21.4,None,10.1007/bf00646936,"Dodda et al.,Boulanger et al.,Gerber,Shivakumar et al.,Marenich et al.,Mobley et al.",CH4O,"InChI=1S/CH4O/c1-2/h2H,1H3"
15610,water,8.37,0.84,10.1039/P29900000291,"Dodda et al.,Marenich et al.,Mobley et al.,Shivakumar et al.,Gerber",CH4,"InChI=1S/CH4/h1H4"
16282,water,-41.84,None,10.1021/ct900587b,"Boulanger et al.,Marenich et al.,Shivakumar et al.",C2H5NO,"InChI=1S/C2H5NO/c1-3-2-4/h2H,1H3,(H,3,4)"
16283,water,-2.47,2.51,10.1021/ct050097l,"Marenich et al.,Boulanger et al.,Shivakumar et al.,Mobley et al.",C2H3Cl,"InChI=1S/C2H3Cl/c1-2-3/h2H,1H2"
16415,water,12.72,0.84,http://comp.chem.umn.edu/mnsol/,"Marenich et al.",C4H12Si,"InChI=1S/C4H12Si/c1-5(2,3)4/h1-4H3"
16574,water,-11.0,None,10.1021/ct900587b,"Boulanger et al.,Shivakumar et al.",C12H12,"InChI=1S/C12H12/c1-9-3-5-11-6-4-10(2)8-12(11)7-9/h3-8H,1-2H3"
16772,water,-6.11,2.51,10.1021/ct050097l,"Dodda et al.,Mobley et al.,Boulanger et al.",C9H10,"InChI=1S/C9H10/c1-2-5-9-7-3-6-8(9)4-1/h1-2,4-5H,3,6-7H2"
16826,water,5.61,None,10.1021/acs.jctc.8b00172,"Gerber,Boulanger et al.",C4H8,"InChI=1S/C4H8/c1-3-4-2/h3-4H,1-2H3/b4-3+"
16849,water,12.05,2.51,10.1021/ct050097l,"Mobley et al.,Boulanger et al.,Dodda et al.",C7H16,"InChI=1S/C7H16/c1-5-6-7(2,3)4/h5-6H2,1-4H3"
17011,water,-0.96,2.51,10.1021/ct050097l,"Dodda et al.,Mobley et al.,Boulanger et al.",C11H16,"InChI=1S/C11H16/c1-2-3-5-8-11-9-6-4-7-10-11/h4,6-7,9-10H,2-3,5,8H2,1H3"
17012,water,-0.17,2.51,10.1021/ct050097l,"Dodda et al.,Mobley et al.",C12H18,"InChI=1S/C12H18/c1-2-3-4-6-9-12-10-7-5-8-11-12/h5,7-8,10-11H,2-4,6,9H2,1H3"
17023,water,-19.33,0.84,http://comp.chem.umn.edu/mnsol/,"Marenich et al.",C8H11N,"InChI=1S/C8H11N/c1-2-9-8-6-4-3-5-7-8/h3-7,9H,2H2,1H3"
17117,water,-26.4,0.84,http://comp.chem.umn.edu/mnsol/,"Marenich et al.",H2O,"InChI=1S/H2O/h1H2"
17666,water,5.14,None,10.1007/bf00646936,"Marenich et al.,Mobley et al.,Boulanger et al.,Gerber,Dodda et al.,Shivakumar et al.",C6H12,"InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2"
18851,water,-24.73,None,10.1021/acs.jpcb.7b00272,"Mobley et al.,Dodda et al.",C9H12O,"InChI=1S/C9H12O/c1-2-3-8-4-6-9(10)7-5-8/h4-7,10H,2-3H2,1H3"
18951,water,-21.17,0.84,http://comp.chem.umn.edu/mnsol/,"Marenich et al.",C8H8Cl3O3PS,"InChI=1S/C8H10Cl3O3PS/c1-12-15(16,13-2)14-8-4-6(10)5(9)3-7(8)11/h3-4,15-16H,1-2H3"
18985,water,-3.18,0.84,http://comp.chem.umn.edu/mnsol/,"Mobley et al.,Marenich et al.,Shivakumar et al.,Dodda et al.,Boulanger et al.",C2H2Cl2,"InChI=1S/C2H2Cl2/c3-1-2-4/h1-2H/b2-1+"
19001,water,-3.22,2.51,10.1021/ct050097l,"Marenich et al.,Boulanger et al.,Shivakumar et al.,Mobley et al.",CH2ClF,"InChI=1S/CH2ClF/c2-1-3/h1H2"
19002,water,-2.09,2.51,10.1021/ct050097l,"Marenich et al.,Mobley et al.,Shivakumar et al.,Boulanger et al.",CHClF2,"InChI=1S/CHClF2/c2-1(3)4/h1H"
19008,water,0.25,2.51,10.1021/ct050097l,"Shivakumar et al.,Marenich et al.,Boulanger et al.,Mobley et al.",C2H2ClF3,"InChI=1S/C2H2ClF3/c3-1-2(4,5)6/h1H2"
19011,water,0.42,2.51,10.1021/ct050097l,"Mobley et al.,Boulanger et al.,Dodda et al.,Marenich et al.",C3H2ClF5O,"InChI=1S/C3H2ClF5O/c4-1(3(7,8)9)10-2(5)6/h1-2H/t1-/m0/s1"
19014,water,-16.4,0.84,http://comp.chem.umn.edu/mnsol/,"Marenich et al.,Shivakumar et al.",C4H8Cl2S,"InChI=1S/C4H8Cl2S/c5-1-3-7-4-2-6/h1-4H2"
19015,water,-0.5,0.84,http://comp.chem.umn.edu/mnsol/,"Marenich et al.,Shivakumar et al.",C4H5F3O,"InChI=1S/C4H5F3O/c1-2-8-3-4(5,6)7/h2H,1,3H2"
19028,water,-10.25,0.84,http://comp.chem.umn.edu/mnsol/,"Marenich et al.",C12H8Cl2,"InChI=1S/C12H8Cl2/c13-11-8-4-7-10(12(11)14)9-5-2-1-3-6-9/h1-8H"
19029,water,-8.33,0.84,http://comp.chem.umn.edu/mnsol/,"Marenich et al.",C12H7Cl3,"InChI=1S/C12H7Cl3/c13-10-6-2-1-4-8(10)9-5-3-7-11(14)12(9)15/h1-7H"
19036,water,-3.89,0.84,http://comp.chem.umn.edu/mnsol/,"Marenich et al.",CBrCl3,"InChI=1S/CBrCl3/c2-1(3,4)5"
19037,water,11.97,0.84,http://comp.chem.umn.edu/mnsol/,"Marenich et al.",C2ClF5,"InChI=1S/C2ClF5/c3-1(4,5)2(6,7)8"
19038,water,-37.66,0.84,http://comp.chem.umn.edu/mnsol/,"Marenich et al.",C7H3Br2NO,"InChI=1S/C7H3Br2NO/c8-5-1-4(3-10)2-6(9)7(5)11/h1-2,11H"
19040,water,-45.23,0.84,http://comp.chem.umn.edu/mnsol/,"Marenich et al.",C7H5Cl2NS,"InChI=1S/C7H5Cl2NS/c8-4-2-1-3-5(9)6(4)7(10)11/h1-3H,(H2,10,11)"
19042,water,-27.66,0.84,http://comp.chem.umn.edu/mnsol/,"Marenich et al.",C4H7Cl2O4P,"InChI=1S/C4H7Cl2O4P/c1-8-11(7,9-2)10-3-4(5)6/h3H,1-2H3"
19043,water,-16.15,0.84,http://comp.chem.umn.edu/mnsol/,"Marenich et al.",C10H13Cl2O3PS,"InChI=1S/C10H15Cl2O3PS/c1-3-13-16(17,14-4-2)15-10-6-5-8(11)7-9(10)12/h5-7,16-17H,3-4H2,1-2H3"
19044,water,-30.46,0.84,http://comp.chem.umn.edu/mnsol/,"Marenich et al.",C9H12ClO4P,"InChI=1S/C9H12ClO4P/c1-12-15(11,13-2)14-9-7-5-3-4-6(7)8(9)10/h3,5-7H,4H2,1-2H3/t6-,7+/m0/s1"
19045,water,-17.11,0.84,http://comp.chem.umn.edu/mnsol/,"Marenich et al.",C11H15BrClO3PS,"InChI=1S/C11H15BrClO3PS/c1-3-7-18-17(14,15-4-2)16-11-6-5-9(12)8-10(11)13/h5-6,8H,3-4,7H2,1-2H3/t17-/m1/s1"
19047,water,-23.85,0.84,http://comp.chem.umn.edu/mnsol/,"Marenich et al.",C8H8BrCl2O3PS,"InChI=1S/C8H10BrCl2O3PS/c1-12-15(16,13-2)14-8-4-6(10)5(9)3-7(8)11/h3-4,15-16H,1-2H3"
19755,water,-25.98,2.51,10.1021/ct050097l,"Mobley et al.,Marenich et al.,Dodda et al.,Boulanger et al.,Shivakumar et al.",C6H12O2,"InChI=1S/C6H12O2/c1-2-3-4-5-6(7)8/h2-5H2,1H3,(H,7,8)"
19762,water,-22.93,2.51,10.1021/ct050097l,"Gerber,Shivakumar et al.,Mobley et al.,Boulanger et al.,Marenich et al.",C4H9N,"InChI=1S/C4H9N/c1-2-4-5-3-1/h5H,1-4H2"
19765,water,-56.9,0.84,http://comp.chem.umn.edu/mnsol/,"Marenich et al.",C6H7N5,"InChI=1S/C6H7N5/c1-11-3-10-4-5(7)8-2-9-6(4)11/h2-3H,7H2,1H3"
19783,water,-25.77,2.51,10.1021/ct050097l,"Mobley et al.,Shivakumar et al.,Dodda et al.,Marenich et al.,Boulanger et al.",C5H10O2,"InChI=1S/C5H10O2/c1-2-3-4-5(6)7/h2-4H2,1H3,(H,6,7)"
19842,water,-22.97,2.51,10.1021/ct050097l,"Marenich et al.,Boulanger et al.,Shivakumar et al.,Mobley et al.",C7H8O,"InChI=1S/C7H8O/c1-6-3-2-4-7(8)5-6/h2-5,8H,1H3"
20584,water,-18.6,1.0,10.1007/s10822-014-9738-y,"Mobley et al.",C10H18O,"InChI=1S/C10H18O/c1-9(2)5-4-6-10(3)7-8-11/h5,7,11H,4,6,8H2,1-3H3/b10-7+"
21337,water,-11.05,None,10.1021/ct900587b,"Mobley et al.,Marenich et al.,Shivakumar et al.,Dodda et al.,Gerber,Boulanger et al.",C2H6O,"InChI=1S/C2H6O/c1-3-2/h1-2H3"
21877,water,-18.41,2.51,10.1021/ct050097l,"Gerber,Shivakumar et al.,Boulanger et al.,Dodda et al.,Mobley et al.,Marenich et al.",C6H14O,"InChI=1S/C6H14O/c1-2-3-4-5-6-7/h7H,2-6H2,1H3"
21882,water,-85.69,None,10.1007/s10822-010-9350-8,"",C5H10O5,"InChI=1S/C5H10O5/c6-2-1-10-5(9)4(8)3(2)7/h2-9H,1H2/t2-,3+,4-,5-/m1/s1"
22710,water,-24.9,0.4,10.1007/s10822-014-9738-y,"Mobley et al.,Dodda et al.,Boulanger et al.",C7H8O2,"InChI=1S/C7H8O2/c1-9-7-5-3-2-4-6(7)8/h2-5,8H,1H3"
22965,water,-34.0,3.0,10.1007/s10822-014-9738-y,"Mobley et al.",C9H8Cl2O4,"InChI=1S/C9H8Cl2O4/c1-14-8-5(10)4(3-12)6(11)9(15-2)7(8)13/h3,13H,1-2H3"
22975,water,-16.5,0.4,10.1007/s10822-014-9738-y,"Mobley et al.",C8H8O,"InChI=1S/C8H8O/c1-7-4-2-3-5-8(7)6-9/h2-6H,1H3"
23274,water,12.05,2.51,10.1021/ct050097l,"Dodda et al.,Gerber,Boulanger et al.,Mobley et al.,Marenich et al.,Shivakumar et al.",C8H18,"InChI=1S/C8H18/c1-3-5-7-8-6-4-2/h3-8H2,1-2H3"
24214,water,-9.9,None,http://comp.chem.umn.edu/mnsol/,"",C7H7Br,"InChI=1S/C7H7Br/c1-6-4-2-3-5-7(6)8/h2-5H,1H3"
24510,water,-24.3,0.4,10.1007/s10822-014-9738-y,"Mobley et al.",C8H10O2,"InChI=1S/C8H10O2/c1-6-3-4-7(9)8(5-6)10-2/h3-5,9H,1-2H3"
24879,water,-29.29,2.68,10.1007/s10822-010-9350-8,"Mobley et al.,Marenich et al.",C13H18O2,"InChI=1S/C13H18O2/c1-9(2)8-11-4-6-12(7-5-11)10(3)13(14)15/h4-7,9-10H,8H2,1-3H3,(H,14,15)/t10-/m0/s1"
25457,water,-3.1,2.51,10.1021/ct050097l,"Shivakumar et al.,Mobley et al.,Marenich et al.,Dodda et al.",C2H5I,"InChI=1S/C2H5I/c1-2-3/h2H2,1H3"
25458,water,-2.47,0.84,http://comp.chem.umn.edu/mnsol/,"Marenich et al.,Dodda et al.,Mobley et al.,Shivakumar et al.",C3H7I,"InChI=1S/C3H7I/c1-2-3-4/h2-3H2,1H3"
25459,water,-10.42,2.51,10.1021/ct050097l,"Marenich et al.,Mobley et al.,Shivakumar et al.",CH2I2,"InChI=1S/CH2I2/c2-1-3/h1H2"
25541,water,-7.28,2.51,10.1021/ct050097l,"Shivakumar et al.,Dodda et al.,Marenich et al.,Mobley et al.",C6H5I,"InChI=1S/C6H5I/c7-6-4-2-1-3-5-6/h1-5H"
25806,water,8.79,0.84,10.1039/P29900000291,"Marenich et al.,Mobley et al.,Boulanger et al.,Gerber,Dodda et al.,Shivakumar et al.",C4H10,"InChI=1S/C4H10/c1-3-4-2/h3-4H2,1-2H3"
26135,water,-39.9,1.2,10.1007/s10822-014-9738-y,"Mobley et al.",C14H9NO3,"InChI=1S/C14H9NO3/c15-9-5-6-10(16)12-11(9)13(17)7-3-1-2-4-8(7)14(12)18/h1-6,16H,15H2"
26246,water,5.77,None,10.1021/ct900587b,"Shivakumar et al.,Boulanger et al.",C2F4,"InChI=1S/C2F4/c3-1(4)2(5)6"
26251,water,5.48,2.51,10.1021/ct050097l,"Dodda et al.,Boulanger et al.,Shivakumar et al.,Mobley et al.",C5H10,"InChI=1S/C5H10/c1-3-5-4-2/h3,5H,4H2,1-2H3/b5-3-"
26261,water,-12.22,None,10.1021/ct900587b,"Shivakumar et al.",C6H12O,"InChI=1S/C6H12O/c1-5-3-4-6(2)7-5/h5-6H,3-4H2,1-2H3/t5-,6+"
26262,water,-0.59,2.51,10.1021/ct050097l,"Mobley et al.,Dodda et al.,Marenich et al.,Shivakumar et al.",C5H11I,"InChI=1S/C5H11I/c1-2-3-4-5-6/h2-5H2,1H3"
26263,water,-1.92,2.51,10.1021/ct050097l,"Marenich et al.,Mobley et al.,Shivakumar et al.",C3H7I,"InChI=1S/C3H7I/c1-3(2)4/h3H,1-2H3"
26264,water,-3.72,2.51,10.1021/ct050097l,"Marenich et al.,Dodda et al.,Mobley et al.,Shivakumar et al.",CH3I,"InChI=1S/CH3I/c1-2/h1H3"
26265,water,-12.09,0.84,http://comp.chem.umn.edu/mnsol/,"Mobley et al.,Boulanger et al.,Marenich et al.,Dodda et al.,Shivakumar et al.",C6H12O,"InChI=1S/C6H12O/c1-5(7)6(2,3)4/h1-4H3"
26266,water,-5.36,2.51,10.1021/ct050097l,"Shivakumar et al.,Dodda et al.,Marenich et al.,Boulanger et al.,Mobley et al.",C6H14S,"InChI=1S/C6H14S/c1-3-5-7-6-4-2/h3-6H2,1-2H3"
26267,water,-1.05,2.51,10.1021/ct050097l,"Mobley et al.,Dodda et al.,Marenich et al.,Shivakumar et al.",C4H9I,"InChI=1S/C4H9I/c1-2-3-4-5/h2-4H2,1H3"
26268,water,-40.31,None,10.1021/ja00236a026,"Mobley et al.,Boulanger et al.,Gerber,Dodda et al.,Shivakumar et al.",C6H5NO3,"InChI=1S/C6H5NO3/c8-6-3-1-2-5(4-6)7(9)10/h1-4,8H"
26269,water,-12.93,2.51,10.1021/ct050097l,"Dodda et al.,Boulanger et al.,Shivakumar et al.,Marenich et al.,Mobley et al.",C4H9NO2,"InChI=1S/C4H9NO2/c1-2-3-4-5(6)7/h2-4H2,1H3"
26272,water,-11.09,0.84,http://comp.chem.umn.edu/mnsol/,"Mobley et al.,Marenich et al.,Shivakumar et al.,Dodda et al.,Boulanger et al.,Gerber",C3H6O2,"InChI=1S/C3H6O2/c1-2-5-3-4/h3H,2H2,1H3"
26273,water,-11.64,None,10.1007/bf00646936,"Mobley et al.,Marenich et al.,Dodda et al.,Gerber,Boulanger et al.,Shivakumar et al.",C2H4O2,"InChI=1S/C2H4O2/c1-4-2-3/h2H,1H3"
26274,water,-10.39,None,10.1007/bf00646936,"Boulanger et al.,Gerber,Dodda et al.,Shivakumar et al.,Mobley et al.",C4H8O2,"InChI=1S/C4H8O2/c1-2-3-6-4-5/h4H,2-3H2,1H3"
26332,water,-20.29,2.51,10.1021/ct050097l,"Mobley et al.,Gerber,Shivakumar et al.,Boulanger et al.,Dodda et al.,Marenich et al.",C3H8O,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3"
26394,water,-20.98,None,10.1007/bf00646936,"Mobley et al.,Gerber,Shivakumar et al.,Dodda et al.,Marenich et al.,Boulanger et al.",C2H6O,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3"
27167,water,-24.0,0.6,10.1007/s10822-014-9738-y,"Mobley et al.",C7H16O2,"InChI=1S/C7H16O2/c1-3-4-5-9-6-7(2)8/h7-8H,3-6H2,1-2H3/t7-/m0/s1"
27179,water,-22.0,0.8,10.1007/s10822-014-9738-y,"Mobley et al.",C10H14O2,"InChI=1S/C10H14O2/c1-3-4-8-5-6-9(11)10(7-8)12-2/h5-7,11H,3-4H2,1-2H3"
27185,water,-28.31,None,10.1007/bf00646936,"Dodda et al.,Mobley et al.,Gerber,Shivakumar et al.,Boulanger et al.,Marenich et al.",C3H8O2,"InChI=1S/C3H8O2/c1-5-3-2-4/h4H,2-3H2,1H3"
27254,water,-27.39,None,10.1007/bf00646936,"Mobley et al.,Gerber,Marenich et al.,Shivakumar et al.",C3H9NO,"InChI=1S/C3H9NO/c1-5-3-2-4/h2-4H2,1H3"
27717,water,-14.35,2.51,10.1021/ct050097l,"Dodda et al.,Shivakumar et al.,Gerber,Mobley et al.,Boulanger et al.,Marenich et al.",C3H6O,"InChI=1S/C3H6O/c1-2-3-4/h3H,2H2,1H3"
28292,water,-7.49,2.51,10.1021/ct050097l,"Marenich et al.,Dodda et al.,Boulanger et al.,Mobley et al.",C2H4Cl2,"InChI=1S/C2H4Cl2/c3-1-2-4/h1-2H2"
28601,water,5.15,None,10.1021/acs.jctc.8b00172,"Boulanger et al.",C8H18,"InChI=1S/C8H18/c1-7(2,3)8(4,5)6/h1-6H3"
29182,water,-22.77,None,10.1021/jp806724u,"",C6H6Cl6,"InChI=1S/C6H6Cl6/c7-1-2(8)4(10)6(12)5(11)3(1)9/h1-6H/t1-,2-,3-,4-,5+,6+/m1/s1"
